Auth check ...
  Ravi Jain (rjain@technijian.com)
Discovered 9 accessible orgs
Window: 119 day(s), 2026-01-01 to 2026-04-29
  [orx] 2026-01-24: 0 events -> _meraki\orx\security_events\2026-01-24.json
  [orx] 2026-01-25: 0 events -> _meraki\orx\security_events\2026-01-25.json
  [orx] 2026-01-26: 0 events -> _meraki\orx\security_events\2026-01-26.json
  [orx] 2026-01-27: 0 events -> _meraki\orx\security_events\2026-01-27.json
  [orx] 2026-01-28: 0 events -> _meraki\orx\security_events\2026-01-28.json
  [orx] 2026-01-29: 0 events -> _meraki\orx\security_events\2026-01-29.json
  [orx] 2026-01-30: 0 events -> _meraki\orx\security_events\2026-01-30.json
  [orx] 2026-01-31: 0 events -> _meraki\orx\security_events\2026-01-31.json
  [orx] 2026-02-01: 0 events -> _meraki\orx\security_events\2026-02-01.json
  [orx] 2026-02-02: 0 events -> _meraki\orx\security_events\2026-02-02.json
  [orx] 2026-02-03: 0 events -> _meraki\orx\security_events\2026-02-03.json
  [orx] 2026-02-04: 0 events -> _meraki\orx\security_events\2026-02-04.json
  [orx] 2026-02-05: 0 events -> _meraki\orx\security_events\2026-02-05.json
  [orx] 2026-02-06: 0 events -> _meraki\orx\security_events\2026-02-06.json
  [orx] 2026-02-07: 0 events -> _meraki\orx\security_events\2026-02-07.json
  [orx] 2026-02-08: 0 events -> _meraki\orx\security_events\2026-02-08.json
  [orx] 2026-02-09: 0 events -> _meraki\orx\security_events\2026-02-09.json
  [orx] 2026-02-10: 0 events -> _meraki\orx\security_events\2026-02-10.json
  [orx] 2026-02-11: 0 events -> _meraki\orx\security_events\2026-02-11.json
  [orx] 2026-02-12: 0 events -> _meraki\orx\security_events\2026-02-12.json
  [orx] 2026-02-13: 0 events -> _meraki\orx\security_events\2026-02-13.json
  [orx] 2026-02-14: 0 events -> _meraki\orx\security_events\2026-02-14.json
  [orx] 2026-02-15: 0 events -> _meraki\orx\security_events\2026-02-15.json
  [orx] 2026-02-16: 0 events -> _meraki\orx\security_events\2026-02-16.json
  [orx] 2026-02-17: 0 events -> _meraki\orx\security_events\2026-02-17.json
  [orx] 2026-02-18: 0 events -> _meraki\orx\security_events\2026-02-18.json
  [orx] 2026-02-19: 0 events -> _meraki\orx\security_events\2026-02-19.json
  [orx] 2026-02-20: 0 events -> _meraki\orx\security_events\2026-02-20.json
  [orx] 2026-02-21: 0 events -> _meraki\orx\security_events\2026-02-21.json
  [orx] 2026-02-22: 0 events -> _meraki\orx\security_events\2026-02-22.json
  [orx] 2026-02-23: 0 events -> _meraki\orx\security_events\2026-02-23.json
  [orx] 2026-02-24: 0 events -> _meraki\orx\security_events\2026-02-24.json
  [orx] 2026-02-25: 0 events -> _meraki\orx\security_events\2026-02-25.json
  [orx] 2026-02-26: 0 events -> _meraki\orx\security_events\2026-02-26.json
  [orx] 2026-02-27: 0 events -> _meraki\orx\security_events\2026-02-27.json
  [orx] 2026-02-28: 0 events -> _meraki\orx\security_events\2026-02-28.json
  [orx] 2026-03-01: 0 events -> _meraki\orx\security_events\2026-03-01.json
  [orx] 2026-03-02: 0 events -> _meraki\orx\security_events\2026-03-02.json
  [orx] 2026-03-03: 0 events -> _meraki\orx\security_events\2026-03-03.json
  [orx] 2026-03-04: 0 events -> _meraki\orx\security_events\2026-03-04.json
  [orx] 2026-03-05: 0 events -> _meraki\orx\security_events\2026-03-05.json
  [orx] 2026-03-06: 0 events -> _meraki\orx\security_events\2026-03-06.json
  [orx] 2026-03-07: 0 events -> _meraki\orx\security_events\2026-03-07.json
  [orx] 2026-03-08: 0 events -> _meraki\orx\security_events\2026-03-08.json
  [orx] 2026-03-09: 0 events -> _meraki\orx\security_events\2026-03-09.json
  [orx] 2026-03-10: 0 events -> _meraki\orx\security_events\2026-03-10.json
  [orx] 2026-03-11: 0 events -> _meraki\orx\security_events\2026-03-11.json
  [orx] 2026-03-12: 0 events -> _meraki\orx\security_events\2026-03-12.json
  [orx] 2026-03-13: 0 events -> _meraki\orx\security_events\2026-03-13.json
  [orx] 2026-03-14: 0 events -> _meraki\orx\security_events\2026-03-14.json
  [orx] 2026-03-15: 0 events -> _meraki\orx\security_events\2026-03-15.json
  [orx] 2026-03-16: 0 events -> _meraki\orx\security_events\2026-03-16.json
  [orx] 2026-03-17: 0 events -> _meraki\orx\security_events\2026-03-17.json
  [orx] 2026-03-18: 0 events -> _meraki\orx\security_events\2026-03-18.json
  [orx] 2026-03-19: 0 events -> _meraki\orx\security_events\2026-03-19.json
  [orx] 2026-03-20: 0 events -> _meraki\orx\security_events\2026-03-20.json
  [orx] 2026-03-21: 0 events -> _meraki\orx\security_events\2026-03-21.json
  [orx] 2026-03-22: 0 events -> _meraki\orx\security_events\2026-03-22.json
  [orx] 2026-03-23: 0 events -> _meraki\orx\security_events\2026-03-23.json
  [orx] 2026-03-24: 0 events -> _meraki\orx\security_events\2026-03-24.json
  [orx] 2026-03-25: 0 events -> _meraki\orx\security_events\2026-03-25.json
  [orx] 2026-03-26: 0 events -> _meraki\orx\security_events\2026-03-26.json
  [orx] 2026-03-27: 0 events -> _meraki\orx\security_events\2026-03-27.json
  [orx] 2026-03-28: 0 events -> _meraki\orx\security_events\2026-03-28.json
  [orx] 2026-03-29: 0 events -> _meraki\orx\security_events\2026-03-29.json
  [orx] 2026-03-30: 0 events -> _meraki\orx\security_events\2026-03-30.json
  [orx] 2026-03-31: 0 events -> _meraki\orx\security_events\2026-03-31.json
  [orx] 2026-04-01: 0 events -> _meraki\orx\security_events\2026-04-01.json
  [orx] 2026-04-02: 0 events -> _meraki\orx\security_events\2026-04-02.json
  [orx] 2026-04-03: 0 events -> _meraki\orx\security_events\2026-04-03.json
  [orx] 2026-04-04: 0 events -> _meraki\orx\security_events\2026-04-04.json
  [orx] 2026-04-05: 0 events -> _meraki\orx\security_events\2026-04-05.json
  [orx] 2026-04-06: 0 events -> _meraki\orx\security_events\2026-04-06.json
  [orx] 2026-04-07: 0 events -> _meraki\orx\security_events\2026-04-07.json
  [orx] 2026-04-08: 0 events -> _meraki\orx\security_events\2026-04-08.json
  [orx] 2026-04-09: 0 events -> _meraki\orx\security_events\2026-04-09.json
  [orx] 2026-04-10: 0 events -> _meraki\orx\security_events\2026-04-10.json
  [orx] 2026-04-11: 0 events -> _meraki\orx\security_events\2026-04-11.json
  [orx] 2026-04-12: 0 events -> _meraki\orx\security_events\2026-04-12.json
  [orx] 2026-04-13: 0 events -> _meraki\orx\security_events\2026-04-13.json
  [orx] 2026-04-14: 0 events -> _meraki\orx\security_events\2026-04-14.json
  [orx] 2026-04-15: 0 events -> _meraki\orx\security_events\2026-04-15.json
  [orx] 2026-04-16: 0 events -> _meraki\orx\security_events\2026-04-16.json
  [orx] 2026-04-17: 0 events -> _meraki\orx\security_events\2026-04-17.json
  [orx] 2026-04-18: 0 events -> _meraki\orx\security_events\2026-04-18.json
  [orx] 2026-04-19: 0 events -> _meraki\orx\security_events\2026-04-19.json
  [orx] 2026-04-20: 0 events -> _meraki\orx\security_events\2026-04-20.json
  [orx] 2026-04-21: 0 events -> _meraki\orx\security_events\2026-04-21.json
  [orx] 2026-04-22: 0 events -> _meraki\orx\security_events\2026-04-22.json
  [orx] 2026-04-23: 0 events -> _meraki\orx\security_events\2026-04-23.json
  [orx] 2026-04-24: 0 events -> _meraki\orx\security_events\2026-04-24.json
  [orx] 2026-04-25: 0 events -> _meraki\orx\security_events\2026-04-25.json
  [orx] 2026-04-26: 0 events -> _meraki\orx\security_events\2026-04-26.json
  [orx] 2026-04-27: 0 events -> _meraki\orx\security_events\2026-04-27.json
  [orx] 2026-04-28: 0 events -> _meraki\orx\security_events\2026-04-28.json
  [orx] 2026-04-29: 0 events -> _meraki\orx\security_events\2026-04-29.json
  [orx] TOTAL: 0 events across 119 day(s)
  [vg] 2026-01-01: 0 events -> _meraki\vg\security_events\2026-01-01.json
  [vg] 2026-01-02: 0 events -> _meraki\vg\security_events\2026-01-02.json
  [vg] 2026-01-03: 0 events -> _meraki\vg\security_events\2026-01-03.json
  [vg] 2026-01-04: 0 events -> _meraki\vg\security_events\2026-01-04.json
  [vg] 2026-01-05: 0 events -> _meraki\vg\security_events\2026-01-05.json
  [vg] 2026-01-06: 0 events -> _meraki\vg\security_events\2026-01-06.json
  [vg] 2026-01-07: 0 events -> _meraki\vg\security_events\2026-01-07.json
  [vg] 2026-01-08: 0 events -> _meraki\vg\security_events\2026-01-08.json
  [vg] 2026-01-09: 0 events -> _meraki\vg\security_events\2026-01-09.json
  [vg] 2026-01-10: 0 events -> _meraki\vg\security_events\2026-01-10.json
  [vg] 2026-01-11: 0 events -> _meraki\vg\security_events\2026-01-11.json
  [vg] 2026-01-12: 0 events -> _meraki\vg\security_events\2026-01-12.json
  [vg] 2026-01-13: 0 events -> _meraki\vg\security_events\2026-01-13.json
  [vg] 2026-01-14: 0 events -> _meraki\vg\security_events\2026-01-14.json
  [vg] 2026-01-15: 0 events -> _meraki\vg\security_events\2026-01-15.json
  [vg] 2026-01-16: 0 events -> _meraki\vg\security_events\2026-01-16.json
  [vg] 2026-01-17: 0 events -> _meraki\vg\security_events\2026-01-17.json
  [vg] 2026-01-18: 0 events -> _meraki\vg\security_events\2026-01-18.json
  [vg] 2026-01-19: 0 events -> _meraki\vg\security_events\2026-01-19.json
  [vg] 2026-01-20: 0 events -> _meraki\vg\security_events\2026-01-20.json
  [vg] 2026-01-21: 0 events -> _meraki\vg\security_events\2026-01-21.json
  [vg] 2026-01-22: 0 events -> _meraki\vg\security_events\2026-01-22.json
  [vg] 2026-01-23: 0 events -> _meraki\vg\security_events\2026-01-23.json
  [vg] 2026-01-24: 0 events -> _meraki\vg\security_events\2026-01-24.json
  [vg] 2026-01-25: 0 events -> _meraki\vg\security_events\2026-01-25.json
  [vg] 2026-01-26: 0 events -> _meraki\vg\security_events\2026-01-26.json
  [vg] 2026-01-27: 0 events -> _meraki\vg\security_events\2026-01-27.json
  [vg] 2026-01-28: 0 events -> _meraki\vg\security_events\2026-01-28.json
  [vg] 2026-01-29: 0 events -> _meraki\vg\security_events\2026-01-29.json
  [vg] 2026-01-30: 0 events -> _meraki\vg\security_events\2026-01-30.json
  [vg] 2026-01-31: 0 events -> _meraki\vg\security_events\2026-01-31.json
  [vg] 2026-02-01: 0 events -> _meraki\vg\security_events\2026-02-01.json
  [vg] 2026-02-02: 0 events -> _meraki\vg\security_events\2026-02-02.json
  [vg] 2026-02-03: 0 events -> _meraki\vg\security_events\2026-02-03.json
  [vg] 2026-02-04: 0 events -> _meraki\vg\security_events\2026-02-04.json
  [vg] 2026-02-05: 0 events -> _meraki\vg\security_events\2026-02-05.json
  [vg] 2026-02-06: 0 events -> _meraki\vg\security_events\2026-02-06.json
  [vg] 2026-02-07: 0 events -> _meraki\vg\security_events\2026-02-07.json
  [vg] 2026-02-08: 0 events -> _meraki\vg\security_events\2026-02-08.json
  [vg] 2026-02-09: 0 events -> _meraki\vg\security_events\2026-02-09.json
  [vg] 2026-02-10: 0 events -> _meraki\vg\security_events\2026-02-10.json
  [vg] 2026-02-11: 0 events -> _meraki\vg\security_events\2026-02-11.json
  [vg] 2026-02-12: 0 events -> _meraki\vg\security_events\2026-02-12.json
  [vg] 2026-02-13: 0 events -> _meraki\vg\security_events\2026-02-13.json
  [vg] 2026-02-14: 0 events -> _meraki\vg\security_events\2026-02-14.json
  [vg] 2026-02-15: 0 events -> _meraki\vg\security_events\2026-02-15.json
  [vg] 2026-02-16: 0 events -> _meraki\vg\security_events\2026-02-16.json
  [vg] 2026-02-17: 0 events -> _meraki\vg\security_events\2026-02-17.json
  [vg] 2026-02-18: 0 events -> _meraki\vg\security_events\2026-02-18.json
  [vg] 2026-02-19: 0 events -> _meraki\vg\security_events\2026-02-19.json
  [vg] 2026-02-20: 0 events -> _meraki\vg\security_events\2026-02-20.json
  [vg] 2026-02-21: 0 events -> _meraki\vg\security_events\2026-02-21.json
  [vg] 2026-02-22: 0 events -> _meraki\vg\security_events\2026-02-22.json
  [vg] 2026-02-23: 0 events -> _meraki\vg\security_events\2026-02-23.json
  [vg] 2026-02-24: 0 events -> _meraki\vg\security_events\2026-02-24.json
  [vg] 2026-02-25: 0 events -> _meraki\vg\security_events\2026-02-25.json
  [vg] 2026-02-26: 0 events -> _meraki\vg\security_events\2026-02-26.json
  [vg] 2026-02-27: 0 events -> _meraki\vg\security_events\2026-02-27.json
  [vg] 2026-02-28: 0 events -> _meraki\vg\security_events\2026-02-28.json
  [vg] 2026-03-01: 0 events -> _meraki\vg\security_events\2026-03-01.json
  [vg] 2026-03-02: 0 events -> _meraki\vg\security_events\2026-03-02.json
  [vg] 2026-03-03: 0 events -> _meraki\vg\security_events\2026-03-03.json
  [vg] 2026-03-04: 0 events -> _meraki\vg\security_events\2026-03-04.json
  [vg] 2026-03-05: 0 events -> _meraki\vg\security_events\2026-03-05.json
  [vg] 2026-03-06: 0 events -> _meraki\vg\security_events\2026-03-06.json
  [vg] 2026-03-07: 0 events -> _meraki\vg\security_events\2026-03-07.json
  [vg] 2026-03-08: 0 events -> _meraki\vg\security_events\2026-03-08.json
  [vg] 2026-03-09: 0 events -> _meraki\vg\security_events\2026-03-09.json
  [vg] 2026-03-10: 0 events -> _meraki\vg\security_events\2026-03-10.json
  [vg] 2026-03-11: 0 events -> _meraki\vg\security_events\2026-03-11.json
  [vg] 2026-03-12: 0 events -> _meraki\vg\security_events\2026-03-12.json
  [vg] 2026-03-13: 0 events -> _meraki\vg\security_events\2026-03-13.json
  [vg] 2026-03-14: 0 events -> _meraki\vg\security_events\2026-03-14.json
  [vg] 2026-03-15: 0 events -> _meraki\vg\security_events\2026-03-15.json
  [vg] 2026-03-16: 0 events -> _meraki\vg\security_events\2026-03-16.json
  [vg] 2026-03-17: 0 events -> _meraki\vg\security_events\2026-03-17.json
  [vg] 2026-03-18: 0 events -> _meraki\vg\security_events\2026-03-18.json
  [vg] 2026-03-19: 0 events -> _meraki\vg\security_events\2026-03-19.json
  [vg] 2026-03-20: 0 events -> _meraki\vg\security_events\2026-03-20.json
  [vg] 2026-03-21: 0 events -> _meraki\vg\security_events\2026-03-21.json
  [vg] 2026-03-22: 0 events -> _meraki\vg\security_events\2026-03-22.json
  [vg] 2026-03-23: 0 events -> _meraki\vg\security_events\2026-03-23.json
  [vg] 2026-03-24: 0 events -> _meraki\vg\security_events\2026-03-24.json
  [vg] 2026-03-25: 0 events -> _meraki\vg\security_events\2026-03-25.json
  [vg] 2026-03-26: 0 events -> _meraki\vg\security_events\2026-03-26.json
  [vg] 2026-03-27: 0 events -> _meraki\vg\security_events\2026-03-27.json
  [vg] 2026-03-28: 0 events -> _meraki\vg\security_events\2026-03-28.json
  [vg] 2026-03-29: 0 events -> _meraki\vg\security_events\2026-03-29.json
  [vg] 2026-03-30: 0 events -> _meraki\vg\security_events\2026-03-30.json
  [vg] 2026-03-31: 0 events -> _meraki\vg\security_events\2026-03-31.json
  [vg] 2026-04-01: 0 events -> _meraki\vg\security_events\2026-04-01.json
  [vg] 2026-04-02: 0 events -> _meraki\vg\security_events\2026-04-02.json
  [vg] 2026-04-03: 0 events -> _meraki\vg\security_events\2026-04-03.json
  [vg] 2026-04-04: 0 events -> _meraki\vg\security_events\2026-04-04.json
  [vg] 2026-04-05: 0 events -> _meraki\vg\security_events\2026-04-05.json
  [vg] 2026-04-06: 0 events -> _meraki\vg\security_events\2026-04-06.json
  [vg] 2026-04-07: 0 events -> _meraki\vg\security_events\2026-04-07.json
  [vg] 2026-04-08: 0 events -> _meraki\vg\security_events\2026-04-08.json
  [vg] 2026-04-09: 0 events -> _meraki\vg\security_events\2026-04-09.json
  [vg] 2026-04-10: 0 events -> _meraki\vg\security_events\2026-04-10.json
  [vg] 2026-04-11: 0 events -> _meraki\vg\security_events\2026-04-11.json
  [vg] 2026-04-12: 0 events -> _meraki\vg\security_events\2026-04-12.json
  [vg] 2026-04-13: 0 events -> _meraki\vg\security_events\2026-04-13.json
  [vg] 2026-04-14: 0 events -> _meraki\vg\security_events\2026-04-14.json
  [vg] 2026-04-15: 0 events -> _meraki\vg\security_events\2026-04-15.json
  [vg] 2026-04-16: 0 events -> _meraki\vg\security_events\2026-04-16.json
  [vg] 2026-04-17: 0 events -> _meraki\vg\security_events\2026-04-17.json
  [vg] 2026-04-18: 0 events -> _meraki\vg\security_events\2026-04-18.json
  [vg] 2026-04-19: 0 events -> _meraki\vg\security_events\2026-04-19.json
  [vg] 2026-04-20: 0 events -> _meraki\vg\security_events\2026-04-20.json
  [vg] 2026-04-21: 0 events -> _meraki\vg\security_events\2026-04-21.json
  [vg] 2026-04-22: 0 events -> _meraki\vg\security_events\2026-04-22.json
  [vg] 2026-04-23: 0 events -> _meraki\vg\security_events\2026-04-23.json
  [vg] 2026-04-24: 0 events -> _meraki\vg\security_events\2026-04-24.json
  [vg] 2026-04-25: 0 events -> _meraki\vg\security_events\2026-04-25.json
  [vg] 2026-04-26: 0 events -> _meraki\vg\security_events\2026-04-26.json
  [vg] 2026-04-27: 0 events -> _meraki\vg\security_events\2026-04-27.json
  [vg] 2026-04-28: 0 events -> _meraki\vg\security_events\2026-04-28.json
  [vg] 2026-04-29: 0 events -> _meraki\vg\security_events\2026-04-29.json
  [vg] TOTAL: 0 events across 119 day(s)

Log: c:\VSCode\annual-client-review\annual-client-review-1\clients\_meraki\security_events_pull_log.json
